id,date,SP,DATE,HAA,label_fnn
8118,2013-08-07T09:00:00-04:00,Hillary Clinton,2013,Hillary Clinton,real
548,2008-07-02T00:00:00-04:00,Facebook posts,2008,Facebook posts,real
8172,2013-08-20T09:00:00-04:00,Bloggers,2013,Bloggers,real
937,2009-02-18T09:56:01-05:00,Michelle Obama,2009,Michelle Obama,real
8085,2013-07-29T18:48:29-04:00,Alison Lundergan Grimes,2013,Alison Lundergan Grimes,real
7258,2013-01-18T11:27:57-05:00,Barack Obama,2013,Barack Obama,real
1212,2009-09-25T17:24:22-04:00,Bloggers,2009,Bloggers,real
11882,2016-02-08T17:53:15-05:00,Susan Collins,2016,Susan Collins,real
12294,2016-04-25T16:46:13-04:00,Chain email,2016,Chain email,real
12070,2016-03-15T16:36:20-04:00,Barack Obama,2016,Barack Obama,real
10423,2015-01-21T16:21:46-05:00,Al Gore,2015,Al Gore,real
12017,2016-03-08T12:51:40-05:00,Don Lemon,2016,Don Lemon,real
12120,2016-03-24T15:00:45-04:00,Mark Shields,2016,Mark Shields,real
1052,2009-06-12T18:33:34-04:00,Michael Steele,2009,Michael Steele,real
